Creator,Year,MonthText,Title,tags,url
Lawrence  Schiller,1966,1,LSD,LSD;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7858
Andrew Shaw ,1966,1,Fraternity Of Shame,1st Edition;Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8047
Michael Moorcock [psued.],1966,1,"The Lsd Dossier By ""Roger Harris""",1st Edition;LSD;Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8068
Family Dog,1966,1,Rock Art,1960s;Avalon Ballroom;Book;California;City Lights;Family Dog;Fillmore;Grass;Grateful Dead;Janis Joplin;Jefferson Airplane;Love;Music;Poster;Psychedelic;Psychedelic Art;Rock Band;Rock Concert;Rock n' Roll;San Francisco;SS-Books Collection;SS-Previous Collection;Zig Zag,http://cannabismuseum.com/omeka/api/items/9187
Timothy Leary,1966,1,"Turn On, Tune In, Drop Out",1960s;Book;California;Consciousness;Counterculture;Drugs;Hippie;Hippies;LSD;Printed;Psychedelic Drugs;Psychedelics;Psychology;San Francisco;SS-Books Collection;SS-Previous Collection;Timothy Leary,http://cannabismuseum.com/omeka/api/items/9206
Jon Parker,1966,1,Light Up,1960s;Drug;Hippie;Marijuana;Pulp Fiction;Smoke;Smoking;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9561
,1965,1,Work/1 ,1960s;BoxJ004;New003;Printed,http://cannabismuseum.com/omeka/api/items/3636
John Sinclair,1965,1,This is Our Music ,1960s,http://cannabismuseum.com/omeka/api/items/3616
Ciba Foundation Study Group No. 21,1965,1,Hashish: Its Chemistry and Pharmacology ,1960s;Chemistry;HannahBkShelf-76;Hash;Hasheesh;Hashish;Needs Photo;Pharmacology;Printed,http://cannabismuseum.com/omeka/api/items/4271
Aldous Huxley ,1965,1,The Devils of Loudun,1960s;Aldous Huxley;HannahBkShelf-63;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5624
Gunther M. Weil  Ralph Metzner and Timothy Leary,1965,1,The Psychedelic Reader,1960s;HannahBkShelf-43;Needs Photo;Printed;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6289
Ciba Foundation: Study Group No. 21 ,1965,1,Hashish: Its Chemistry and Pharmacology ,1960s;1st Edition;Chemistry;HannahBkShelf-45;Hash;Hasheesh;Hashish;Needs Photo;Pharmacology;Printed,http://cannabismuseum.com/omeka/api/items/6739
Ciba Foundation: Study Group No. 21,1965,1,Hashish: Its Chemistry and Pharmacology,1960s;1st Edition;Chemistry;HannahBkShelf-45;Hash;Hasheesh;Hashish;Needs Photo;Pharmacology;Printed,http://cannabismuseum.com/omeka/api/items/6740
Alice Winchester ,1965,1,How to Know American Antiques ,American;Antique,http://cannabismuseum.com/omeka/api/items/7077
et al,1965,1,The Psychedelic Reader,1960s;Hallucinogenic Drugs;Hallucinogens;Printed;Psychedelic;Psychotherapy;SS-Horowitz Collection;SS-Previous Collection;Timothy Leary;Working-Leary,http://cannabismuseum.com/omeka/api/items/7600
Louis Charbonneau,1965,1,Psychedelic-40,1960s;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7651
Louis Charbonneau ,1965,1,Psychedelic-40,1st Edition;Need Photos from Joe Scans;Printed;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8062
John Sinclair ,1965,1,This Is Our Music ,1980s;John Sinclair;Poetry;Printed,http://cannabismuseum.com/omeka/api/items/8273
John Sinclair ,1965,1,This is Our Music,1960s;Book;John Sinclair;Music;Poetry;Smoking,http://cannabismuseum.com/omeka/api/items/9294
Bud Conway,1965,1,Vice Charmer,1960s;Marijuana;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9558
Harry J. Anslinger ,1964,1,The Protectors ,1960s;HannahBkShelf-63;Harry J. Anslinger;Printed,http://cannabismuseum.com/omeka/api/items/4043
David Solomon,1964,1,LSD: The Consciousness-Expanding Drug ,1960s;LSD;Psychedelic;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6230
David Solomon,1964,1,LSD: The Consciousness-Expanding Drug ,1960s;LSD;Psychedelic;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6239
Sidney Cohen,1964,1,The Beyond Within: The LSD Story ,1960s;LSD;Psychedelic;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6263
Joseph A. Cocannouer ,1964,1,Weeds: Guardians of the Soil,1960s;HannahBkShelf-44;Needs Photo;Printed;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6551
Jan Cremer ,1964,1,I Jan Cremer ,1960s;Bohemian;HannahBkShelf-34;Hashish;Marijuana;Needs Photo;Printed;Psychedelic;Sex;Signed,http://cannabismuseum.com/omeka/api/items/6655
Richard Blum,1964,1,Utopiates ,1960s;HannahBkShelf-44;LSD;Needs Photo;Printed;Psychedelic,http://cannabismuseum.com/omeka/api/items/6711
,1964,1,Report of the Warren Commission on the Assassination of Kennedy ,1960s;Assassin;Crime;Dallas;HannahBkShelf-45;John F. Kennedy;Needs Photo;Politics;Printed;Texas,http://cannabismuseum.com/omeka/api/items/6774
The New York Times ,1964,1,The Highlights of Hearings Before the Warren Commission on the Assassination of President Kennedy ,1960s;Assassin;Dallas;John F. Kennedy;Texas,http://cannabismuseum.com/omeka/api/items/6775
Fred J. Cook ,1964,1,The FBI that Nobody Knows ,1960s;FBI;HannahBkShelf-35;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6788
William I. Kaufman ,1964,1,The Wonderful World of Cooking-Vol. 1,1st Edition,http://cannabismuseum.com/omeka/api/items/7067
William I. Kaufman,1964,1,The Wonderful World of Cooking-Vol. 2,1st Edition;Printed,http://cannabismuseum.com/omeka/api/items/7099
William I. Kaufman,1964,1,The Wonderful World of Cooking-Vol. 3,1st Edition;Printed,http://cannabismuseum.com/omeka/api/items/7100
Jane Deverson,1964,1,Generation X,1st Edition;Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8045
Jane Deverson,1964,1,Generation X,Need Photos from Joe Scans;Printed;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8046
Howard Baker,1964,1,Treason by Truth,1960s;Crime;Drug;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9552
Richard Deming,1964,1,Death of a Pusher,1960s;Crime;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9562
Michael McClure,1964,1,Ghost Tantras,1960s;Allen Ginsberg;Beat Generation;Book;Michael McClure;Poetry;San Francisco,http://cannabismuseum.com/omeka/api/items/10090
Malden Grace Bishop,1963,1,The Discovery of Love ,1960s;HannahBkShelf-76;LSD;Needs Photo;Printed;Psychedelic,http://cannabismuseum.com/omeka/api/items/4391
J. Christopher Herold ,1963,1,The Age of Napoleon ,1960s;HannahBkShelf-77;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5915
John Buckman ,1963,1,Lysergic Acid & Ritalin in the Treatment of Neurosis ,1960s;Acid;LSD;Printed;Psychedelic,http://cannabismuseum.com/omeka/api/items/6261
Paul Goodman ,1963,1,Making Do ,1960s;Beat Generation;Drugs;HannahBkShelf-34;Needs Photo;Printed;Sex,http://cannabismuseum.com/omeka/api/items/6675
Allen Ginsberg ,1963,1,The Yage Letters ,1950s;1960s;Allen Ginsberg;Amazon;Beat Generation;Hallucinogenic;Hallucinogenic Drugs;Letter;Plants;Printed;South America;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/6998
Frank Barron,1963,1,Creativity and Psychological Health,1960s;Printed;Psychology;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7620
Norman Mailer,1963,1,Advertisements for Myself,1960s;Norman Mailer;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7801
Lloyd Royce ,1963,1,H-Is For Hell!,1st Edition;Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8057
Dean McCoy,1963,1,Beach Binge,1960s;Cannabis;Marijuana;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9566
Aldoux Huxley,1962,1,Island ,1960s;Aldous Huxley;HannahBkShelf-63;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5627
Valerie Jordan ,1962,1,I Am a Teen-age Dope Addict ,1960s,http://cannabismuseum.com/omeka/api/items/5640
Alan W. Watts,1962,1,Adventures in the Chemistry of Consciousness ,1960s;Alan Watts;Consciousness;Drugs;LSD;Mescaline;Philosophy;Psilocybin;Psychedelic;Psychology;Ram Dass;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6124
Alan Watts,1962,1,The Joyous Cosmology ,1960s;Alan Watts;Consciousness;Drugs;HannahBkShelf-44;LSD;Mescaline;Needs Photo;Philosophy;Printed;Psilocybin;Psychedelic;Psychology;Ram Dass;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6254
Jonathan Craig [pseud. of Frank E. Smith],1962,1,Frenzy,Need Photos from Joe Scans;Printed;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8048
Valerie Jordan ,1962,1,I Am A Teen-Age Dope Addict,1st Edition;Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8058
Harry J. Anslinger ,1962,1,The Murderers ,1960s;2nd Edition;Harry J. Anslinger;Hemp;Narcotics,http://cannabismuseum.com/omeka/api/items/8240
Leonard Engel ,1961,1,Medicine Makers of Kalamazoo ,1960s;HannahBkShelf-78;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/3481
Gerald Carson ,1961,1,"One for a Man, Two for a Horse ",1960s;BoxJ004;New003;Printed,http://cannabismuseum.com/omeka/api/items/3505
Will Oursler ,1961,1,The Murderers ,1960s;Harry J. Anslinger,http://cannabismuseum.com/omeka/api/items/5709
Nizer Louis,1961,1,My Life in Court,1960s;HannahBkShelf-33;Justice;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6283
David Ebin,1961,1,The Drug Experience,1960s;HannahBkShelf-33;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6291
George B. Griffenhagen,1961,1,Drug Supplies in the American Revolution,1700s;1960s;American Colonies;American Revolution;Colonialism;Drugs;HannahBkShelf-43;Needs Photo;Pharmacy;Printed;Revolution,http://cannabismuseum.com/omeka/api/items/6308
George B. Griffenhagen,1961,1,Drug Supplies in the American Revolution,1700s;1960s;American Colonies;American Revolution;Colonialism;Drugs;HannahBkShelf-43;Needs Photo;Pharmacy;Printed;Revolution,http://cannabismuseum.com/omeka/api/items/6309
Sherwin John Carlquist,1961,1,Comparative Plant Anatomy,1960s;HannahBkShelf-43;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6331
Will Oursler ,1961,1,The Murderers,1960s;Crime;Gangs;HannahBkShelf-35;Harry J. Anslinger;Mafia;Narcotics;Needs Photo;Politics;Printed;Violence,http://cannabismuseum.com/omeka/api/items/6786
Magda Gábor ,1961,1,Hungarian Textiles,1960s;Hemp;Hungarian;Printed;Textile,http://cannabismuseum.com/omeka/api/items/6994
Magda Gábor,1961,1,Hungarian Textiles,1960s;Hemp;Hungarian;Printed;Textile,http://cannabismuseum.com/omeka/api/items/6995
James Harvey Young ,1961,1,A Social History of Patent Medicines in America before Federal Regulation ,Printed,http://cannabismuseum.com/omeka/api/items/7090
Akbar Del Piombo,1961,1,Fuzz Against Junk,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7850
Clarence Cooper Jr. ,1961,1,Weed & The Syndicate ,1960s;Drug Abuse;Printed;Weed,http://cannabismuseum.com/omeka/api/items/8238
Lenny Bruce,1961,1,Stamp Help Out!,1960s;Book;Comedy;Illustrated;Lenny Bruce;Marijuana;Photos;Pot;San Francisco;Smokers;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9131
Michael McClure,1961,1,3 Poems,1960s;Beat Generation;Book;Jack Kerouac;Michael McClure;Poetry;San Francisco,http://cannabismuseum.com/omeka/api/items/10080
John Sinclair,1960,1,Love + Energy = Work/4,1960s;Counterculture;Detroit;Gary Grimshaw;John Sinclair;Michael McClure;Michigan;Signed,http://cannabismuseum.com/omeka/api/items/3631
N. R. DeMexico,1960,1,Marijuana Girl,1960s;Lloyd Tags 8/4;Printed;Pulp Fiction;SS-Lloyd Library Exhibit Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/2994
Vance Bourjaily,1960,1,Confessions of a Spent Youth,1960s;HannahBkShelf-62;Printed,http://cannabismuseum.com/omeka/api/items/3736
John E. Eichenlaub  M.D.,1960,1,for Common and Uncommon Ailments ,1960s;HannahBkShelf-42;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6065
Stewart H. Holbrook ,1959,1,The Golden Age of Quackery ,1950s;HannahBkShelf-54;Printed,http://cannabismuseum.com/omeka/api/items/3600
Frederic Sondern  Jr.,1959,1,Brotherhood of Evil,1950s;1st Edition;HannahBkShelf-35;Harry J. Anslinger;Mafia;Narcotics;Needs Photo;New York;New York City;Printed,http://cannabismuseum.com/omeka/api/items/6830
Michael McClure ,1959,1,Hymns to St. Geryon and Other Poems ,Beat Generation;Michael McClure;Printed;San Francisco,http://cannabismuseum.com/omeka/api/items/7024
Steve H. Holbroook,1959,1,The Golden Age of Quakery ,Printed,http://cannabismuseum.com/omeka/api/items/7097
Don  Elliot [pseud. of science-fiction writer Robert Silverberg],1959,1,Love Addict,1st Edition;Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8051
Akbar Del Piombo [pseud. of Norman Rubington],1959,1,Fuzz Aginst Junk: The Saga Of The Narcotics Bridgade,1st Edition;Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8080
William S. Burroughs,1959,1,Naked Lunch,1950s;Addiction;Africa;Allen Ginsberg;Beat Generation;Book;Cannabis;Drugs;France;Hashish;Hemp;Heroin;Jack Kerouac;Mexico;Morocco;Morphine;Opiates;Opium;Paris;Printed;Science Fiction;Sexuality;SS-Books Collection;SS-Previous Collection;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/9207
John M. Murtagh & Sara Harris,1959,1,Who  Live in Shadow,1950s;Addiction;Drugs;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9543
Jack Savage,1959,1,Torture Love-Cage,1950s;Book;Drug,http://cannabismuseum.com/omeka/api/items/10031
Michael McClure,1959,1,Hymns of St. Geryon & Dark Brown,1950s;Beat Generation;Book;Michael McClure;Poetry;San Francisco,http://cannabismuseum.com/omeka/api/items/10076
Tancred Banateanu  Gheorghe Focsa & Emilia Ionescu,1958,1,Folk Costumes ,1950s;Folk Costumes;Hemp;Printed;Romanian,http://cannabismuseum.com/omeka/api/items/6985
Lewis Larmore,1958,1,Introduction to Photograghic Principals ,Printed,http://cannabismuseum.com/omeka/api/items/7050
Robert S.De Ropp,1957,1,Drugs and the Mind ,1950s;1st Edition;HannahBkShelf-63;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5629
Charles Baudelaire ,1957,1,The Intimate Journals of Charles Baudelaire ,1st Edition;Baudelaire;Club des Hachichins;HannahBkShelf-45;Needs Photo;Poetry;Printed,http://cannabismuseum.com/omeka/api/items/6736
Herbert Simmons ,1957,1,Corner Boy ,Printed,http://cannabismuseum.com/omeka/api/items/7084
Timothy Leary,1957,1,A Functional Theory and Methodology for Personality Evaluation,1950s;Personality;Printed;Self-Exploration;SS-Horowitz Collection;SS-Previous Collection;Timothy Leary;Working-Leary,http://cannabismuseum.com/omeka/api/items/7773
Evan Hunter ,1957,1,"Quartet In ""H.""",Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8050
Evan Hunter,1956,1,Second Ending,1st Edition;Addiction;Drug;England;London;Music;Printed;Teens,http://cannabismuseum.com/omeka/api/items/3183
C. Wright Mills,1956,1,The Power Elite,1950s;Culture;HannahBkShelf-33;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6282
Henry Cecil,1956,1,Friends at Court,1950s;HannahBkShelf-43;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6286
Raymond Thorp,1956,1,Viper. The confessions of a drug addict,1950s;HannahBkShelf-43;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6323
Flora Annie Steel,1956,1,English Fairy Tales ,Printed,http://cannabismuseum.com/omeka/api/items/7018
Allen Ginsberg,1956,1,Howl,1950s;Allen Ginsberg;Beat Generation;Book;California;Jack Kerouac;Neal Cassady;Poetry;Printed;San Francisco;Sexuality;SS-Books Collection;SS-Previous Collection;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/9197
Evan Hunter,1956,1,Second Ending,1950s;SS-Medical Journals Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9666
Gustav Schenk,1955,1,The Book of Poisons ,1950s,http://cannabismuseum.com/omeka/api/items/2139
Alan Bennett,1955,1,Tenement Girl,1950s,http://cannabismuseum.com/omeka/api/items/5619
Gustav Schenk,1955,1,The Book of Poisons ,1950s;HannahBkShelf-64;Printed,http://cannabismuseum.com/omeka/api/items/5835
Fredrich Engles,1955,1,The Communist Manifesto ,1950s;Communist;Printed,http://cannabismuseum.com/omeka/api/items/7110
Baron Ernst Von Bibra,1955,1,A Classic Text on the Use of Mind-Altering Plants,1990s;Arsenic;Betel;Chocolate;Coca;Coffee;Fahan Tea;Fly Agaric;Guraná;Hashish;Intoxicant;Jonathan Ott;Khat;Lactuarium;Opium;Paraguayan Tea;Plants;Printed;Tea;Thornapple;Tobacco,http://cannabismuseum.com/omeka/api/items/7340
M.E. Chaber,1955,1,The Splintered Man,1950s;Acid;Book;CIA;Communist;Detective Story;Dose;German;Germany;KGB;LSD;MKUltra;Nazi;Prison;Psychedelic;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9167
David Warren Ryder ,1954,1,Being the History of the Tubbs Cordage Company; Together with an Account of Some of the Collateral Activities in which its Pioneer Founders Engaged. ,1950s;Historical Publication;Rope;Ropemakers;Tubbs Cordage Company,http://cannabismuseum.com/omeka/api/items/8148
Harold A. Abramson ,1954,1,Problems of Consciousness,1950s;Consciousness,http://cannabismuseum.com/omeka/api/items/8231
Alice B. Toklas,1954,1,The Alice B. Toklas Cook Book,1950s;Biography;Cooking;Hash;Hashish;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/8845
Harry Whittington,1953,1,Rapture Alley,1950s;Dope;Drugs;Marijuana;Reefer Madness;Smoking;Women,http://cannabismuseum.com/omeka/api/items/3116
Steve Harragan,1953,1,Dope Doll/The Bigamy Kiss,1950s;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/3136
William S. Burroughs,1953,1,Junkie,1950s;Addiction;Allen Ginsberg;Beat Generation;Biography;Drug;Drug Abuse;Heroin;Kentucky;Mexico;New Orleans;New York;New York City;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/3355
Edwin Gilbert ,1953,1,See How They Burn ,1950s;Marihuana;Marijuana,http://cannabismuseum.com/omeka/api/items/3642
Whit Harrison ,1953,1,Rapture Alley ,1950s;2nd Edition;Dope;Drugs;Marijuana;Pulp Fiction;Reefer Madness;Smoking;Women,http://cannabismuseum.com/omeka/api/items/4387
Harry J. Anslinger & William F. Tompkins,1953,1,The Traffic in Narcotics,1950s;Addiction;Drug;Drug Abuse;Drugs;HannahBkShelf-33;Harry J. Anslinger;Heroin;Illustrated;Law;Marijuana;Narcotics;Opium;Printed,http://cannabismuseum.com/omeka/api/items/6280
Harry J. Anslinger & William F. Tompkins,1953,1,The Traffic in Narcotics,1950s;Addiction;Drug Abuse;Drugs;HannahBkShelf-33;Harry J. Anslinger;Heroin;Law;Marijuana;Narcotics;Needs Photo;Opium;Printed,http://cannabismuseum.com/omeka/api/items/6281
Wenzell Brown ,1953,1,Monkey On My Back ,Printed,http://cannabismuseum.com/omeka/api/items/7049
Mezz Mezzrow ,1953,1,Really The Blues,Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8074
William S. Burroughs,1953,1,Junk ,1950s;1st Edition;Allen Ginsberg;Beat Generation;Book;Heroin;SS-Books Collection;SS-Previous Collection;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/8644
Whit Harrison,1953,1,Rapture Alley,1950s;Dope;Drugs;Marijuana;Pulp Fiction;Reefer Madness;Smoking;SS-Previous Collection;SS-Reefer Madness Collection;Women,http://cannabismuseum.com/omeka/api/items/9532
Luke Roberts,1953,1,Reefer Club,1950s;Pulp Fiction;Reefer;Reefer Madness;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9533
William S. Burroughs (William Lee),1953,1,Junkie,1950s;Addiction;Allen Ginsberg;Beat Generation;Biography;Drug;Drug Abuse;Heroin;Kentucky;Mexico;New Orleans;New York;New York City;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/9537
Joachim Joester,1953,1,"Dope, Inc.",1950s;Cannabis;Cocaine;Dope;Heroin;Marijuana;Opium;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9557
John D. MacDonald,1953,1,The Neon Jungle,1950s;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9559
David Williams,1953,1,Basement Gang,1950s;Pulp Fiction;Reefer;Smoke;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9568
Jesse Feiring Williams,1952,1,Narcotics: The Study of a Modern Problem,1950s;Addiction;California;Children;Crime;Dope;Drugs;Harry J. Anslinger;Heroin;Manual;Marihuana;Marijuana;Narcotics;Opium;Police;Printed;Sacramento;Signed;Smuggling;Teens;Treatment;War on Drugs,http://cannabismuseum.com/omeka/api/items/2549
Joseph Shallit,1952,1,Juvenile Hoods,1950s,http://cannabismuseum.com/omeka/api/items/3121
James Hadley Chase,1952,1,The Marijuana Mob,1950s,http://cannabismuseum.com/omeka/api/items/3157
George Mandle,1952,1,Flee the Angry Strangers,1950s,http://cannabismuseum.com/omeka/api/items/3348
Laurence Dwight Smith ,1952,1,Narcotics: America's Peril ,1950s;HannahBkShelf-76;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/3713
Donald Mcl. Johnson,1952,1,Indian Hemp ,1950s;HannahBkShelf-36;Hemp;Indian Hemp;Needs Photo;Printed;Society,http://cannabismuseum.com/omeka/api/items/6816
Harry Beckman,1952,1,1952 Year Book of Drug Therapy ,1950s;Drug;Drugs;HannahBkShelf-36;Needs Photo;Printed;Therapy;Yearbook,http://cannabismuseum.com/omeka/api/items/6817
L.M. McQueston ,1952,1,Propagation of Plants ,1950s;Plants;Printed;Propagate,http://cannabismuseum.com/omeka/api/items/7127
James Hadley Chase [pseud. of Rene Raymond],1952,1,The Marijuana Mob,Need Photos from Joe Scans;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8071
Keith Vining,1952,1,Too Hot For Hell,1950s;Marijuana;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9535
James Hadley Chase,1952,1,The Marijuana Mob,1950s;Dope;Drugs;Marijuana;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9539
Day Keene,1952,1,If the Coffin Fits,1950s;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9544
Joseph Shallit,1952,1,Juvenile Hoods,1950s;Cannabis;Drugs;Marijuana;Narcotics;Pulp Fiction;Reefer Madness;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9547
George Mandel,1952,1,Flee the Angry Strangers,1950s;Addiction;Beat Generation;Cannabis;Cocaine;Drugs;Heroin;Marijuana;New York City;Pulp Fiction;Sexuality;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9548
Albert L. Quandt,1952,1,Dream Club,1950s;Dope;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9553
Hal Ellson,1952,1,The Golden Spike,1950s;Addiction;Dope;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9560
William T. Salter,1952,1,A Textbook of Pharmacology,1950s;Illustrated;Medicine;Pharmacology;Printed,http://cannabismuseum.com/omeka/api/items/9947
Hector France,1951,1,"Musk, Hashish and Blood",1950s;Hash;Hasheesh;Hashish,http://cannabismuseum.com/omeka/api/items/3147
Edited by Harry Beckman  M.D.,1951,1,1951 Year Book of Drug Therapy ,1950s;Drug;Drugs;HannahBkShelf-36;Needs Photo;Printed;Therapy;Yearbook,http://cannabismuseum.com/omeka/api/items/6818
Hector France ,1951,1,"Musk, Hashish And Blood",HannahBkShelf-56;HannahBkShelf-68;Need Photos from Joe Scans;Portfolio5Small;Printed;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8072
Harold A. Abramson ,1951,1,Problems of Consciousness ,1950s;Consciousness;Psychedelic Conference,http://cannabismuseum.com/omeka/api/items/8232
Samuel W. Taylor,1951,1,The Grinning Gismo,1950s;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9534
N.R. DeMexico,1951,1,Marijuana Girl,1950s;Addiction;Cannabis;Dope;Drugs;Hemp;Marijuana;Pot;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9538
Hal Ellson,1951,1,Duke,1950s;Dope;Drugs;Marijuana;New York City;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9540
Thurston Scott,1951,1,I'll Get Mine,1950s;Marijuana;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9546
Hector France,1951,1,"Musk, Hashish and Blood",1890s;1950s;Cannabis;England;Hash;Hashish;Marijuana;Pulp Fiction;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9565
Juliette Lermina Flandre ,1950,1,Opium Et Canons,Need Photos from Joe Scans;Opium;Printed;Pulp Fiction,http://cannabismuseum.com/omeka/api/items/8065
Lura Woodside Watkins,1950,1,American Glass and Glassmaking,1950s;Glass;Glassmaking;HannahBkShelf-33;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6272
Stockholm Ingeniorsvetenskapsakademien,1950,1,Gengas,1940s;1950s;HannahBkShelf-43;Lithograph;Needs Photo;Printed;Sweden;Swedish,http://cannabismuseum.com/omeka/api/items/6317
Samuel Eliot Morison ,1950,1,1824-1949,1950s;Hemp;Plymouth;Printed;Rope,http://cannabismuseum.com/omeka/api/items/6948
,1950,1,Marijuana Murder,1950s;Canada;Crime;Drug;Marijuana;Pulp Fiction;Reefer Madness;SS-Previous Collection;SS-Reefer Madness Collection,http://cannabismuseum.com/omeka/api/items/9554
Norman Taylor,1949,1,Flight From Reality ,1940s;1st Edition;Coca;Drugs;HannahBkShelf-44;Hashish;History;Marihuana;Needs Photo;Opiates;Opium;Peyote;Printed,http://cannabismuseum.com/omeka/api/items/6710
